,"K_{1,3}",P_4,C_4,K_4,K_3+e,K_4-e,K_3,P_3,K_2,2K_2,E_4,n,s,t,counter
1,0.06373626373626373,0.27765567765567767,0.05201465201465202,0.0,0.17216117216117216,0.08644688644688645,0.05934065934065934,0.16336996336996337,0.07985347985347985,0.04542124542124542,0.0,15,4,4,True
2,0.063003663003663,0.27692307692307694,0.04981684981684982,0.0,0.1684981684981685,0.07545787545787545,0.05860805860805861,0.16996336996336997,0.09010989010989011,0.047619047619047616,0.0,15,4,4,True
3,0.06886446886446887,0.2652014652014652,0.054212454212454214,0.0,0.16996336996336997,0.09157509157509157,0.060073260073260075,0.15824175824175823,0.08864468864468865,0.04322344322344322,0.0,15,4,4,True
4,0.05934065934065934,0.2673992673992674,0.04542124542124542,0.0,0.16483516483516483,0.08351648351648351,0.06373626373626373,0.17362637362637362,0.09010989010989011,0.05201465201465202,0.0,15,4,4,True
5,0.05787545787545788,0.2695970695970696,0.04249084249084249,0.0,0.15604395604395604,0.07326007326007326,0.06666666666666667,0.1794871794871795,0.0967032967032967,0.05787545787545788,0.0,15,4,4,True
6,0.06153846153846154,0.2673992673992674,0.046153846153846156,0.0,0.16117216117216118,0.08424908424908426,0.06593406593406594,0.16996336996336997,0.09084249084249084,0.05274725274725275,0.0,15,4,4,True
7,0.06666666666666667,0.2681318681318681,0.05054945054945055,0.0,0.1619047619047619,0.08131868131868132,0.06227106227106227,0.1663003663003663,0.0945054945054945,0.04835164835164835,0.0,15,4,4,True
8,0.06593406593406594,0.2695970695970696,0.04981684981684982,0.0,0.16263736263736264,0.08131868131868132,0.06153846153846154,0.16703296703296702,0.0945054945054945,0.047619047619047616,0.0,15,4,4,True
9,0.06373626373626373,0.2805860805860806,0.046886446886446886,0.0,0.15897435897435896,0.06666666666666667,0.05934065934065934,0.17362637362637362,0.1010989010989011,0.04908424908424908,0.0,15,4,4,True
10,0.06373626373626373,0.27765567765567767,0.05201465201465202,0.0,0.17216117216117216,0.08644688644688645,0.05934065934065934,0.16336996336996337,0.07985347985347985,0.04542124542124542,0.0,15,4,4,True
11,0.06373626373626373,0.27765567765567767,0.05201465201465202,0.0,0.17216117216117216,0.08644688644688645,0.05934065934065934,0.16336996336996337,0.07985347985347985,0.04542124542124542,0.0,15,4,4,True
12,0.060073260073260075,0.2783882783882784,0.04981684981684982,0.0,0.1772893772893773,0.1010989010989011,0.060073260073260075,0.1597069597069597,0.07032967032967033,0.04322344322344322,0.0,15,4,4,True
13,0.06373626373626373,0.27765567765567767,0.05201465201465202,0.0,0.17216117216117216,0.08644688644688645,0.05934065934065934,0.16336996336996337,0.07985347985347985,0.04542124542124542,0.0,15,4,4,True
14,0.06227106227106227,0.2754578754578755,0.04908424908424908,0.0,0.1706959706959707,0.09010989010989011,0.06227106227106227,0.1619047619047619,0.08131868131868132,0.046886446886446886,0.0,15,4,4,True
15,0.06373626373626373,0.2754578754578755,0.05274725274725275,0.0,0.17362637362637362,0.08571428571428572,0.05934065934065934,0.16336996336996337,0.07985347985347985,0.046153846153846156,0.0,15,4,4,True
16,0.060073260073260075,0.27765567765567767,0.047619047619047616,0.0,0.1728937728937729,0.09010989010989011,0.060073260073260075,0.16556776556776556,0.08058608058608059,0.04542124542124542,0.0,15,4,4,True
17,0.05934065934065934,0.27765567765567767,0.04542124542124542,0.0,0.16336996336996337,0.07985347985347985,0.06373626373626373,0.17216117216117216,0.08644688644688645,0.05201465201465202,0.0,15,4,4,True
18,0.0695970695970696,0.26373626373626374,0.054945054945054944,0.0,0.16923076923076924,0.09157509157509157,0.060805860805860805,0.1575091575091575,0.08864468864468865,0.04395604395604396,0.0,15,4,4,True
19,0.06666666666666667,0.2717948717948718,0.05714285714285714,0.0,0.1794871794871795,0.0967032967032967,0.05787545787545788,0.15457875457875458,0.073992673992674,0.041758241758241756,0.0,15,4,4,True
20,0.05934065934065934,0.27765567765567767,0.047619047619047616,0.0,0.16923076923076924,0.09010989010989011,0.06373626373626373,0.1663003663003663,0.0761904761904762,0.04981684981684982,0.0,15,4,4,True
21,0.05934065934065934,0.27765567765567767,0.047619047619047616,0.0,0.16923076923076924,0.09010989010989011,0.06373626373626373,0.1663003663003663,0.0761904761904762,0.04981684981684982,0.0,15,4,4,True
22,0.05934065934065934,0.27985347985347986,0.046886446886446886,0.0,0.16923076923076924,0.09010989010989011,0.06373626373626373,0.16483516483516483,0.07692307692307693,0.04908424908424908,0.0,15,4,4,True
23,0.06666666666666667,0.2717948717948718,0.05714285714285714,0.0,0.1794871794871795,0.0967032967032967,0.05787545787545788,0.15457875457875458,0.073992673992674,0.041758241758241756,0.0,15,4,4,True
24,0.05934065934065934,0.27765567765567767,0.047619047619047616,0.0,0.16923076923076924,0.09010989010989011,0.06373626373626373,0.1663003663003663,0.0761904761904762,0.04981684981684982,0.0,15,4,4,True
25,0.05934065934065934,0.27765567765567767,0.047619047619047616,0.0,0.16923076923076924,0.09010989010989011,0.06373626373626373,0.1663003663003663,0.0761904761904762,0.04981684981684982,0.0,15,4,4,True
26,0.05934065934065934,0.27985347985347986,0.046886446886446886,0.0,0.16923076923076924,0.09010989010989011,0.06373626373626373,0.16483516483516483,0.07692307692307693,0.04908424908424908,0.0,15,4,4,True
27,0.060805860805860805,0.27692307692307694,0.04835164835164835,0.0,0.16776556776556775,0.09010989010989011,0.0652014652014652,0.16336996336996337,0.07692307692307693,0.05054945054945055,0.0,15,4,4,True
28,0.06446886446886448,0.2827838827838828,0.04835164835164835,0.0,0.1641025641025641,0.07692307692307693,0.060073260073260075,0.16556776556776556,0.09157509157509157,0.046153846153846156,0.0,15,4,4,True
29,0.06446886446886448,0.2827838827838828,0.04835164835164835,0.0,0.1641025641025641,0.07692307692307693,0.060073260073260075,0.16556776556776556,0.09157509157509157,0.046153846153846156,0.0,15,4,4,True
30,0.06666666666666667,0.273992673992674,0.05641025641025641,0.0,0.1794871794871795,0.0967032967032967,0.05787545787545788,0.15311355311355312,0.07472527472527472,0.041025641025641026,0.0,15,4,4,True
31,0.06446886446886448,0.2783882783882784,0.05201465201465202,0.0,0.17142857142857143,0.08644688644688645,0.060073260073260075,0.16117216117216118,0.08058608058608059,0.04542124542124542,0.0,15,4,4,True
32,0.05860805860805861,0.26886446886446885,0.04468864468864469,0.0,0.16556776556776556,0.08351648351648351,0.063003663003663,0.17435897435897435,0.09010989010989011,0.05128205128205128,0.0,15,4,4,True
33,0.06446886446886448,0.2783882783882784,0.05201465201465202,0.0,0.17142857142857143,0.08644688644688645,0.060073260073260075,0.16117216117216118,0.08058608058608059,0.04542124542124542,0.0,15,4,4,True
34,0.05934065934065934,0.27985347985347986,0.04468864468864469,0.0,0.16336996336996337,0.07985347985347985,0.06373626373626373,0.1706959706959707,0.08717948717948718,0.05128205128205128,0.0,15,4,4,True
35,0.05714285714285714,0.27106227106227104,0.041758241758241756,0.0,0.15677655677655677,0.07326007326007326,0.06593406593406594,0.18021978021978022,0.0967032967032967,0.05714285714285714,0.0,15,4,4,True
36,0.06153846153846154,0.2673992673992674,0.046153846153846156,0.0,0.16117216117216118,0.08424908424908426,0.06593406593406594,0.16996336996336997,0.09084249084249084,0.05274725274725275,0.0,15,4,4,True
37,0.06666666666666667,0.2681318681318681,0.05054945054945055,0.0,0.1619047619047619,0.08131868131868132,0.06227106227106227,0.1663003663003663,0.0945054945054945,0.04835164835164835,0.0,15,4,4,True
38,0.06373626373626373,0.27326007326007323,0.046153846153846156,0.0,0.15457875457875458,0.07106227106227106,0.06373626373626373,0.17362637362637362,0.1010989010989011,0.05274725274725275,0.0,15,4,4,True
39,0.063003663003663,0.26886446886446885,0.046153846153846156,0.0,0.15824175824175823,0.08498168498168499,0.0673992673992674,0.16703296703296702,0.09157509157509157,0.05274725274725275,0.0,15,4,4,True
40,0.06373626373626373,0.27765567765567767,0.05201465201465202,0.0,0.17216117216117216,0.08644688644688645,0.05934065934065934,0.16336996336996337,0.07985347985347985,0.04542124542124542,0.0,15,4,4,True
41,0.06446886446886448,0.273992673992674,0.05567765567765568,0.0,0.18168498168498168,0.0967032967032967,0.05567765567765568,0.15824175824175823,0.07326007326007326,0.040293040293040296,0.0,15,4,4,True
42,0.05934065934065934,0.28424908424908424,0.04835164835164835,0.0,0.17655677655677657,0.08644688644688645,0.054945054945054944,0.16923076923076924,0.07912087912087912,0.041758241758241756,0.0,15,4,4,True
43,0.06153846153846154,0.2717948717948718,0.04468864468864469,0.0,0.1597069597069597,0.08498168498168499,0.06593406593406594,0.1684981684981685,0.09157509157509157,0.05128205128205128,0.0,15,4,4,True
44,0.06446886446886448,0.2717948717948718,0.046886446886446886,0.0,0.15384615384615385,0.07106227106227106,0.06446886446886448,0.1728937728937729,0.1010989010989011,0.05347985347985348,0.0,15,4,4,True
45,0.05934065934065934,0.27765567765567767,0.047619047619047616,0.0,0.16923076923076924,0.09010989010989011,0.06373626373626373,0.1663003663003663,0.0761904761904762,0.04981684981684982,0.0,15,4,4,True
46,0.0652014652014652,0.27106227106227104,0.04908424908424908,0.0,0.16336996336996337,0.08131868131868132,0.060805860805860805,0.16776556776556775,0.0945054945054945,0.046886446886446886,0.0,15,4,4,True
47,0.06593406593406594,0.27326007326007323,0.05641025641025641,0.0,0.18021978021978022,0.0967032967032967,0.05714285714285714,0.15531135531135531,0.073992673992674,0.041025641025641026,0.0,15,4,4,True
48,0.06593406593406594,0.27106227106227104,0.05714285714285714,0.0,0.18021978021978022,0.0967032967032967,0.05714285714285714,0.15677655677655677,0.07326007326007326,0.041758241758241756,0.0,15,4,4,True
49,0.06446886446886448,0.273992673992674,0.05567765567765568,0.0,0.18168498168498168,0.0967032967032967,0.05567765567765568,0.15824175824175823,0.07326007326007326,0.040293040293040296,0.0,15,4,4,True
50,0.0673992673992674,0.27106227106227104,0.060073260073260075,0.0,0.18754578754578755,0.1076923076923077,0.054212454212454214,0.147985347985348,0.06813186813186813,0.035897435897435895,0.0,15,4,4,True
51,0.06373626373626373,0.27326007326007323,0.05274725274725275,0.0,0.17362637362637362,0.1010989010989011,0.06373626373626373,0.15457875457875458,0.07106227106227106,0.046153846153846156,0.0,15,4,4,True
52,0.06373626373626373,0.27765567765567767,0.05201465201465202,0.0,0.17216117216117216,0.08644688644688645,0.05934065934065934,0.16336996336996337,0.07985347985347985,0.04542124542124542,0.0,15,4,4,True
53,0.0673992673992674,0.26593406593406593,0.05347985347985348,0.0,0.17142857142857143,0.09157509157509157,0.05860805860805861,0.16117216117216118,0.08791208791208792,0.04249084249084249,0.0,15,4,4,True
