n,runtime
1,0.0011341571807861328
10,3.4758613109588623
11,1.9871931076049805
12,0.28883838653564453
13,0.047476768493652344
2,0.0023293495178222656
3,0.0010178089141845703
4,0.004651308059692383
5,0.010627269744873047
6,0.06413793563842773
7,0.14778423309326172
8,0.645998477935791
9,1.7621755599975586
